id,nom,marque,caracteristiques,prix,Algorithme de chiffrement,Appareils pris en charge,Avertissement sur les couleurs de l'image,Baie compatible,Baies d'extension,Capacité,Caractéristiques,Compatibilité TTA,Configuration requise,Connecteur de lecteur,Conçu pour,Couleur,Couleur du boîtier,Cryptage matériel,Disque dur,Débit de transfert de données,Fonctions,Format,Fourni avec,Garantie du fabricant,Hard Drive Form Factor Compatibility,Interface,Interface prise en charge,Localisation,Matériau du produit,Nbre max. de périphériques de stockage,Poids,Protocole de liaison de données,Source d'alimentation,Type,Type de bus,Type de câblage,Type de mémoire flash NAND,Type de tarification
6150933,Verbatim Store 'n' Go SSD 1 To externe portable,VERBATIM,"Emportez vos données partout avec vous grâce au SSD externe portable Verbatim Store 'n' Go. Avec une capacité de stockage généreuse de 1 To et une connectivité USB 3.2 Gen 1 via un connecteur USB-C, ce SSD offre une solution de stockage portable rapide et fiable pour vos besoins de mobilité.",71.41,,,,,,1 To,,,,,,,,,,5.0 Gbps (USB 3.0),,,,,,USB 3.2 Gen 1 - USB-C,,,,,98 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
9798864,"Verbatim Vx500 SSD Externe Portable 2 To, Gris Sidéral",VERBATIM,"Boostez votre stockage avec le SSD externe portable Verbatim Vx500. Doté d'une capacité généreuse de 2 To, ce SSD élégant et performant est votre compagnon idéal pour le stockage et le transfert de données en déplacement. Avec son design gris sidéral élégant et son format portable, le Vx500 se glisse facilement dans votre s",132.89,,,,,,2 To,,,,,,,Gris sidéral,,,,,,,Garantie de 2 ans,,USB 3.2 Gen 2 - USB-C,,,,,29 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
8436454,WD Black C50 Expansion Card for XBOX,SANDISK,Disque dur - 512 Go - externe (portable),155.57,,,,,,512 Go,Compatible Xbox,,,,,,,,,,,,,Garantie de 5 ans,,,,,,,25 g,,,Disque dur - externe (portable),,,,
8436455,WD Black C50 Expansion Card for XBOX,SANDISK,Disque dur - 1 To - externe (portable),227.23,,,,,,1 To,Compatible Xbox,,,,,,,,,,,,,Garantie de 5 ans,,,,,,,25 g,,,Disque dur - externe (portable),,,,
7326945,BOITIER EXT SSD NVMe M.2 USB 3.1 GEN 2,UNIFORMATI,BOITIER EXTERNE SSD NVMe M.2 PCIe USB 3.1 GEN 2,138.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7321105,SEAGATE,SEAGATE,2.12PB RAW 4U RCKMNT 8 12GB X4 MINI-SAS,83600.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11558988,Samsung 9100 PRO MZ-VAP8T0,SAMSUNG,VAP8T0 - SSD - chiffré - 8 To - interne - M.2 2280 - PCI Express 5.0 x4 (NVMe) - AES 256 bits - TCG Opal Encryption 2.0 - noir,1099.43,AES 256 bits,,,,,8 To,"Prise en charge TRIM, Auto Garbage Collection Algorithm, Support de mise en veille de l'appareil, Samsung V-NAND TLC Technology, dissipateur de chaleur intégré, Intelligent TurboWrite 2.0 Technology, compatible PlayStation, NVMe 2.0, S.M.A.R.T.",,,,,,Noir,Oui,,,,M.2 2280,,Garantie de 5 ans,,PCI Express 5.0 x4 (NVMe),,,,,9.5 g,,,Lecteur à semi-conducteurs - interne,,,3 bits par cellule (TLC),
7315038,SEAGATE,SEAGATE,2.12PB RAW 4U RACKMT 12GB X4 MINI-SAS HD,76839.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8635398,Transcend ESD370C,TRANSCEND,SSD - 500 Go - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - bleu marine,107.44,,,,,,500 Go,"3D NAND Technology, compatible USB On-The-Go",,,,,,Bleu marine,,,,,,,Garantie de 3 ans,,USB 3.2 Gen 2 - USB-C,,,,,87 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
6646911,Cisco,CISCO,SSD - 120 Go - échangeable à chaud - USB 3.0 - remanufacturé - pour Catalyst 9500,958.35,,,,,,120 Go,,,,,Catalyst 9500,,,,,,,,,,,USB 3.0,,,,,,,,Lecteur à semi-conducteurs - échangeable à chaud,,,,Remanufacturé
7346833,SEAGATE,SEAGATE,84 BAY SAS 3.5 DDIC FRU 7.2K 12G SAS HDD,53190.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7302935,SEAGATE,SEAGATE,CS/Dual 48x5 Intelligent Cont 8p 2U-12,13953.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
