id,nom,marque,caracteristiques,prix,Accélérateur graphique,Affichage,Affichage (2ème),Autonomie en communication,Avertissement sur les couleurs de l'image,Caméra arrière,Caméra avant,Caméra principale,Carte SIM,Carte mémoire intégrée,Cartes mémoire flash prises en charge,Catégorie SAR (Belgique),Classe énergétique,Code QR du label énergétique URL,Connecteurs,Couleur,Deuxième caméra,Deuxième caméra avant,Dispositifs de sécurité,Débit d'absorption spécifique (DAS),Délai d'attente,Empreinte carbone,Fonctions,Format,Fournisseur de services,Garantie du fabricant,Indice de réparabilité,Intelligence Apple,Interface sans fil,Localisation,Matériaux de terres rares,Modem,Mémoire,Normes de facturation sans fil,Numéro de modèle du fabricant,Poids,Processeur,Protection,Quatrième caméra,RAM,Services de messagerie,Stockage,Système d'exploitation,Troisième caméra,Type de Produit,Type de tarification,Unité de traitement neural (NPU),Écran (non déplié)
11857548,Google Pixel 10 Pro,GOOGLE,"5G smartphone - double SIM - RAM 16 Go / Mémoire interne 128 Go - écran OEL - 6.3"" - 1280 x 2856 pixels (120 Hz) - 3 x caméras arrière 50 MP, 48 MP, 48 MP - front camera 42 MP - porcelaine",1064.05,,"Écran OEL - 1280 x 2856 pixels - 6.3"" - 495 ppi - (120 Hz) - 20:9 - LTPO OLED - HDR - Corning Gorilla Glass Victus 2 (verre résistant aux rayures)",,,,,42 mégapixels - lentille ultra grand angle - f/2.2 - automatique,50 mégapixels - objectif grand angle - f/1.68 - mise au point : automatique mise au point automatique du laser : - concentration laser,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2347995,USB-C,Porcelaine,48 mégapixels - lentille ultra grand angle - f/1.7,,"Reconnaissance faciale, lecteur d'empreintes",0.99 W/kg (head) ¦ 1.39 W/kg (body) ¦ 2.77 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,,,"UWB, Bluetooth, Wi-Fi 7, NFC",,,,RAM 16 Go / 128 Go,Chargement sans fil Pixelsnap,GEHN3,207 g,Google Tensor G5 - avec Titan M2 security,"Résistant aux rayures, résistant à l'eau, résistant à la poussière, résistant aux empreintes de doigts",,,,,Android 16,48 mégapixels - téléobjectif - 5x zoom optique - f/2.8,5G smartphone,,,
8631552,Google Pixel 8,GOOGLE,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 128 Go - écran OEL - 6.2"" - 2400 x 1080 pixels (120 Hz) - 2x caméras arrière 50 MP, 12 MP - front camera 10,5 MP - noisette",665.83,,"Écran OEL - 2400 x 1080 pixels - 6.2"" - 428 ppi - (120 Hz) - 20:9 - OLED - HDR - Corning Gorilla Glass Victus (verre résistant aux rayures)",,,,,"10,5 mégapixels f/2.2 - mise au point fixe",50 mégapixels - objectif grand angle - f/1.68 - mise au point : automatique mise au point automatique du laser : - concentration laser,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,,USB-C,Noisette,12 mégapixels - lentille ultra grand angle - f/2.2,,"Lecteur d'empreintes (sous l'écran), reconnaissance faciale",0.98 W/kg (head) ¦ 1.2 W/kg (body) ¦ 2.49 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,,,"Wi-Fi 7, Bluetooth, NFC",,,,RAM 8 Go / 128 Go,Qi,GPJ41,187 g,Google Tensor G3 - avec Titan M2 security,"Résistant à l'eau, résistant à la poussière, résistant aux empreintes de doigts, résistant aux rayures",,,,,Android 14,,5G smartphone,,,
10498092,TCL 50 SE,TCL,"4G smartphone - double SIM - RAM 6 Go / Mémoire interne 256 Go - microSD slot - 6.78"" - 2460 x 1080 pixels (90 Hz) - 2x caméras arrière 50 MP, 2 MP - front camera 8 MP - bleu nuit",149.99,Mali-G52 MC2,"2460 x 1080 pixels - 6.78"" - 396 ppi - (90 Hz) - 20.5:9",,,,,8 mégapixels f/2.0 - mise au point fixe,50 mégapixels - f/1.8 - mise au point : automatique,Double SIM - nano SIM,,microSDXC fente - jusqu'à 2 To,,,,"Jack 3,5 mm pour casque, USB-C",Bleu nuit,2 mégapixels - f/2.4 - caméra de profondeur,,"Reconnaissance faciale, lecteur d'empreintes (côté)",0.92 W/kg (head) ¦ 1.34 W/kg (body) ¦ 2.68 W/kg (membre),,,Flash LED,,Non spécifié,Garantie de 2 ans,,,"Wi-Fi 5, Bluetooth, NFC",,,,RAM 6 Go / 256 Go,,T611B,195 g,MediaTek Helio G88 2 GHz (8 cœurs),,,,,,Android 14,,4G smartphone,,,
10496374,Motorola ThinkPhone 25 Business Edition,MOTOROLA,"ThinkPhone 25 Business Edition- 8 Go de RAM.- 256 Go de stockage.- WiFi 6E.- Ecran pOLED 6.36 Corning Gorilla Glass 7i.- IP68 et MILSTD-810H.- Business Edition = 3 ans de garantie avec 1 an de service pour les entreprises.- Pack d’accessoires complet (coque de protection, chargeur complet, film de protection et kit piéton) ",399.99,,"Écran pOLED - 2670 x 1220 pixels - 6.36"" - 460 ppi - (120 Hz) - 20:9 - AMOLED (LTPO) - HDR - Corning Gorilla Glass 7i (verre résistant aux rayures)",,,,,32 mégapixels f/2.4 - automatique,50 mégapixels - LYTIA 700C sensor - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2264841,USB-C,Noir de charbon,13 mégapixels - lentille ultra grand angle - f/2.2 - appareil photo macro,,"Lecteur d'empreintes (sous l'écran), reconnaissance faciale",0.86 W/kg (head) ¦ 1.31 W/kg (body) ¦ 2.81 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,,,"NFC, Wi-Fi 6, Wi-Fi 6E, Bluetooth",,,,RAM 8 Go / 256 Go,,,171 g,MediaTek Dimensity 7300,"Résistant à l'eau, résistant aux éclaboussures, résistant à la poussière",,,,,Android 14,10 mégapixels - téléobjectif - 3x zoom optique - f/2.0,5G smartphone,,,
11857526,Google Pixel 10 Pro XL,GOOGLE,"5G smartphone - double SIM - RAM 16 Go / Mémoire interne 512 Go - écran OEL - 6.8"" - 2992 x 1344 pixels (120 Hz) - 3 x caméras arrière 50 MP, 48 MP, 48 MP - front camera 42 MP - Obsidien",1390.01,,"Écran OEL - 2992 x 1344 pixels - 6.8"" - 486 ppi - (120 Hz) - 20:9 - LTPO OLED - HDR - Corning Gorilla Glass Victus 2 (verre résistant aux rayures)",,,,,42 mégapixels - lentille ultra grand angle - f/2.2 - automatique,50 mégapixels - objectif grand angle - f/1.68 - mise au point : automatique mise au point automatique du laser : - concentration laser,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2347996,USB-C,Obsidien,48 mégapixels - lentille ultra grand angle - f/1.7,,"Reconnaissance faciale, lecteur d'empreintes",0.99 W/kg (head) ¦ 1.39 W/kg (body) ¦ 2.79 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,,,"UWB, Bluetooth, Wi-Fi 7, NFC",,,,RAM 16 Go / 512 Go,Chargement sans fil Pixelsnap,G45RY,232 g,Google Tensor G5 - avec Titan M2 security,"Résistant aux rayures, résistant à l'eau, résistant à la poussière, résistant aux empreintes de doigts",,,,,Android 16,48 mégapixels - téléobjectif - 5x zoom optique - f/2.8,5G smartphone,,,
8674817,Apple iPhone 15,APPLE,"5G smartphone - double SIM / Mémoire interne 128 Go - écran OEL - 6.1"" - 2556 x 1179 pixels - 2x caméras arrière 48 MP, 12 MP - front camera 12 MP - bleu",585.17,,"Écran OEL - 2556 x 1179 pixels - 6.1"" - 460 ppi - Super Retina XDR Display - HDR - revêtement oléophobe antitrace, Ceramic Shield",,,,,12 mégapixels f/1.9 - automatique,48 mégapixels - 2x zoom optique - 26 mm - f/1.6 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2247679,USB-C,Bleu,12 mégapixels - lentille ultra grand angle 13 mm - f/2.4,,Reconnaissance faciale,0.98 W/kg (head) ¦ 0.98 W/kg (body) ¦ 2.98 W/kg (membre),,56 kg d'émissions de carbone,,,Non spécifié,,7.5 (sur 10),,"NFC, Wi-Fi 6, UWB, Bluetooth",,100 % d'éléments de terre rare recyclés,,128 Go,Qi,A3090,171 g,Apple A16 Bionic (6 cœurs),"Résistant à l'eau, résistant aux éclaboussures, résistant à la poussière",,,,,iOS 17,,5G smartphone,,Apple 16-core Neural Engine,
11469211,Google Pixel 9A,GOOGLE,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 128 Go - écran pOLED - 6.3"" - 2424 x 1080 pixels (120 Hz) - 2x caméras arrière 48 MP, 13 MP - front camera 13 MP - pivoine",430.05,,"Écran pOLED - 2424 x 1080 pixels - 6.3"" - 422.2 ppi - (120 Hz) - 20:9 - P-OLED - HDR - verre Corning Gorilla 3 (verre résistant aux rayures)",,,,,13 mégapixels - lentille ultra grand angle - f/2.2 - sans mise au point,48 mégapixels - objectif grand angle - f/1.7 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2191510,USB-C,Pivoine,13 mégapixels - lentille ultra grand angle - f/2.2,,"Reconnaissance faciale, lecteur d'empreintes",0.99 W/kg (head) ¦ 1.39 W/kg (body) ¦ 2.79 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,8.7 (sur 10),,"NFC, Wi-Fi 6E, Bluetooth",,,,RAM 8 Go / 128 Go,Qi,GTF7P,185.9 g,Google Tensor G4 - avec Titan M2 security,"Résistant à l'eau, résistant à la poussière, résistant aux empreintes de doigts",,,,,Android 15,,5G smartphone,,,
11545622,iPhone 16e 256GB White,APPLE,"5G smartphone - double SIM / Mémoire interne 256 Go - écran OEL - 6.1"" - 2532 x 1170 pixels - rear camera 48 MP - front camera 12 MP - blanc",693.5,,"Écran OEL - 2532 x 1170 pixels - 6.1"" - 460 ppi - Super Retina XDR Display - HDR - revêtement oléophobe antitrace, Ceramic Shield",,,,,12 mégapixels f/1.9 - automatique,48 mégapixels - 2x zoom optique - 26 mm - f/1.6 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2261239,USB-C,Blanc,,,Reconnaissance faciale,1.48 W/kg (head) ¦ 1.49 W/kg (body) ¦ 2.61 W/kg (membre),,52 kg d'émissions de carbone,,,Non spécifié,1 an de garantie,7.9 (sur 10),Oui,"NFC, Wi-Fi 6, Bluetooth",,100 % d'éléments de terre rare recyclés,Apple C1,256 Go,Qi,A3409,167 g,Apple A18 (6 cœurs),"Résistant à l'eau, résistant aux éclaboussures, résistant à la poussière",,,,,iOS 18,,5G smartphone,,Apple 16-core Neural Engine,
11857527,Google Pixel 10 Pro XL,GOOGLE,"5G smartphone - double SIM - RAM 16 Go / Mémoire interne 256 Go - écran OEL - 6.8"" - 2992 x 1344 pixels (120 Hz) - 3 x caméras arrière 50 MP, 48 MP, 48 MP - front camera 42 MP - porcelaine",1261.6,,"Écran OEL - 2992 x 1344 pixels - 6.8"" - 486 ppi - (120 Hz) - 20:9 - LTPO OLED - HDR - Corning Gorilla Glass Victus 2 (verre résistant aux rayures)",,,,,42 mégapixels - lentille ultra grand angle - f/2.2 - automatique,50 mégapixels - objectif grand angle - f/1.68 - mise au point : automatique mise au point automatique du laser : - concentration laser,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2347996,USB-C,Porcelaine,48 mégapixels - lentille ultra grand angle - f/1.7,,"Reconnaissance faciale, lecteur d'empreintes",0.99 W/kg (head) ¦ 1.39 W/kg (body) ¦ 2.79 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,,,"UWB, Bluetooth, Wi-Fi 7, NFC",,,,RAM 16 Go / 256 Go,Chargement sans fil Pixelsnap,G45RY,232 g,Google Tensor G5 - avec Titan M2 security,"Résistant aux rayures, résistant à l'eau, résistant à la poussière, résistant aux empreintes de doigts",,,,,Android 16,48 mégapixels - téléobjectif - 5x zoom optique - f/2.8,5G smartphone,,,
11545620,iPhone 16e 512GB Black,APPLE,"5G smartphone - double SIM / Mémoire interne 512 Go - écran OEL - 6.1"" - 2532 x 1170 pixels - rear camera 48 MP - front camera 12 MP - noir",901.83,,"Écran OEL - 2532 x 1170 pixels - 6.1"" - 460 ppi - Super Retina XDR Display - HDR - revêtement oléophobe antitrace, Ceramic Shield",,,,,12 mégapixels f/1.9 - automatique,48 mégapixels - 2x zoom optique - 26 mm - f/1.6 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2261239,USB-C,Noir,,,Reconnaissance faciale,1.48 W/kg (head) ¦ 1.49 W/kg (body) ¦ 2.61 W/kg (membre),,62 kg d'émissions de carbone,,,Non spécifié,1 an de garantie,7.9 (sur 10),Oui,"NFC, Wi-Fi 6, Bluetooth",,100 % d'éléments de terre rare recyclés,Apple C1,512 Go,Qi,A3409,167 g,Apple A18 (6 cœurs),"Résistant à l'eau, résistant aux éclaboussures, résistant à la poussière",,,,,iOS 18,,5G smartphone,,Apple 16-core Neural Engine,
11543278,The Fairphone (Gen. 6) 8GB/256GB Cloud White,FAIRPHONE,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 256 Go - microSD slot - écran OEL - 6.31"" - 2484 x 1116 pixels (120 Hz) - 2x caméras arrière 50 MP, 13 MP - front camera 32 MP - blanc nuage",499.17,Qualcomm ADRENO,"Écran OEL - 2484 x 1116 pixels - 6.31"" - 431 ppi - (120 Hz) - 20:9 - LTPO P-OLED - Corning Gorilla Glass 7i (verre résistant aux rayures), revêtement oléophobe",,,,,32 mégapixels Samsung KD1 - automatique,50 mégapixels - LYTIA 700C sensor - lentille ultra grand angle 10 cm mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,microSDXC fente - jusqu'à 2 To,,,,USB-C,Blanc nuage,13 mégapixels - f/2.2,,"Reconnaissance faciale, lecteur d'empreintes (côté)",0.487 W/kg (head) ¦ 1.388 W/kg (body) ¦ 1.388 W/kg (membre),,,,,Non spécifié,Garantie de 5 ans,,,"NFC, Wi-Fi 6, Wi-Fi 6E, Bluetooth",,,,RAM 8 Go / 256 Go,,,193 g,Qualcomm Snapdragon 7s Gen 3 2.5 GHz (8 cœurs),"Résistant aux rayures, protection contre les chutes, résistant à la pluie",,,,,Android 15,,5G smartphone,,,
8674816,Apple iPhone 15,APPLE,"5G smartphone - double SIM / Mémoire interne 128 Go - écran OEL - 6.1"" - 2556 x 1179 pixels - 2x caméras arrière 48 MP, 12 MP - front camera 12 MP - rose",585.17,,"Écran OEL - 2556 x 1179 pixels - 6.1"" - 460 ppi - Super Retina XDR Display - HDR - revêtement oléophobe antitrace, Ceramic Shield",,,,,12 mégapixels f/1.9 - automatique,48 mégapixels - 2x zoom optique - 26 mm - f/1.6 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,Classe B,Https://eprel.ec.europa.eu/qr/2247679,USB-C,Rose,12 mégapixels - lentille ultra grand angle 13 mm - f/2.4,,Reconnaissance faciale,0.98 W/kg (head) ¦ 0.98 W/kg (body) ¦ 2.98 W/kg (membre),,56 kg d'émissions de carbone,,,Non spécifié,,7.5 (sur 10),,"NFC, Wi-Fi 6, UWB, Bluetooth",,100 % d'éléments de terre rare recyclés,,128 Go,Qi,A3090,171 g,Apple A16 Bionic (6 cœurs),"Résistant à l'eau, résistant aux éclaboussures, résistant à la poussière",,,,,iOS 17,,5G smartphone,,Apple 16-core Neural Engine,
10397495,Google Pixel 9,GOOGLE,"5G smartphone - double SIM - RAM 12 Go / Mémoire interne 128 Go - écran OEL - 6.3"" - 2424 x 1080 pixels (120 Hz) - 2x caméras arrière 50 MP, 48 MP - front camera 10,5 MP - porcelaine",749.17,,"Écran OEL - 2424 x 1080 pixels - 6.3"" - 422 ppi - (120 Hz) - OLED - HDR - Corning Gorilla Glass Victus 2 (verre résistant aux rayures)",,,,,"10,5 mégapixels - lentille ultra grand angle - f/2.2 - mise au point fixe",50 mégapixels - objectif grand angle - 2x zoom optique - f/1.68 - mise au point : automatique mise au point automatique du laser : - concentration laser,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,Classe A,Https://eprel.ec.europa.eu/qr/2191507,USB-C,Porcelaine,48 mégapixels - lentille ultra grand angle - f/1.7,,"Reconnaissance faciale, lecteur d'empreintes",0.99 W/kg (head) ¦ 1.4 W/kg (body) ¦ 2.79 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,,,"NFC, Bluetooth, Wi-Fi 7",,,,RAM 12 Go / 128 Go,Qi,GUR25,198 g,Google Tensor G4 - avec Titan M2 security,"Résistant aux rayures, résistant à l'eau, résistant à la poussière, résistant aux empreintes de doigts",,,,,Android 14,,5G smartphone,,,
10518104,TCL 50 PRO NXTPAPER,TCL,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 512 Go - microSD slot - 6.8"" - 2460 x 1080 pixels (120 Hz) - 3 x caméras arrière 108 MP, 8 MP, 2 MP - front camera 32 MP - bleu nuit",291.66,ARM G57 MC2,"2460 x 1080 pixels - 6.8"" - 396 ppi - (120 Hz) - 20.5:9 - revêtement résistant aux empreintes digitales",,,,,32 mégapixels f/2.0 - sans mise au point,108 mégapixels - f/1.75 - mise au point : automatique,"Double SIM - Carte SIM électronique (e-SIM), nano SIM",,microSDXC fente - jusqu'à 2 To,,,,"Jack 3,5 mm pour casque, USB-C",Bleu nuit,8 mégapixels - lentille ultra grand angle - f/2.2,,"Reconnaissance faciale, lecteur d'empreintes (côté)",1.69 W/kg (head) ¦ 1.62 W/kg (body) ¦ 3.52 W/kg (membre),Jusqu'à 26 jours,,Flash LED,,Non spécifié,,,,"Wi-Fi 5, Bluetooth, NFC",,,,RAM 8 Go / 512 Go,,T803D,196 g,MediaTek Dimensity 6300 (8 cœurs),,,,,,Android 14,2 mégapixels - f/2.4 - appareil photo macro,5G smartphone,,,
11774454,emporiaJOY-LTE,EMPORIA,LTE - 4G téléphone de service - RAM 64 Mo / Mémoire interne 128 Mo - microSD slot - Écran LCD - 240 x 320 pixels - rear camera 2 MP - rouge,83.25,,"Écran LCD - 240 x 320 pixels - 2.8"" - TFT","Écran OEL - monochrome - 1.1""",Jusqu'à 390 minutes,,,,2 mégapixels,Single-SIM (SIM unique),,microSD fente - jusqu'à 2 Go,,,,USB-C,Rouge,,,,0.55 W/kg (head) ¦ 1.45 W/kg (body) ¦ 2.52 W/kg (membre),Jusqu'à 168 heures,,"Flash LED, radio FM",Clapet (escamotable) - double écran,Non spécifié,1 an de garantie,,,Bluetooth,,,,RAM 64 Mo / 128 Mo,,V228.LTE.v3,115 g,,"Anti-poussière, anti-éclaboussement",,,"SMS, MMS",,,,4G téléphone de service,,,
11774461,emporiaSMART.7lite,EMPORIA,"4G smartphone - RAM 6 Go / Mémoire interne 128 Go - microSD slot - 5.45"" - 1440 x 720 pixels - 3 x caméras arrière 13 MP, 2 MP, 0,3 MP - front camera 8 MP",207.5,,"1440 x 720 pixels - 5.45""",,Jusqu'à 600 minutes,,,8 mégapixels - sans mise au point,13 mégapixels mise au point : automatique,Single-SIM (SIM unique) - nano SIM,,microSDXC fente - jusqu'à 256 Go,,,Https://eprel.ec.europa.eu/qr/2387215,USB-C,,2 mégapixels,,Lecteur d'empreintes,1.54 W/kg (head) ¦ 1.33 W/kg (body),Jusqu'à 230 heures,,,,Non spécifié,Garantie de 2 ans,,,"NFC, Wi-Fi 5, Bluetooth",,,,RAM 6 Go / 128 Go,,,173 g,MediaTek MT6765X / 2.3 GHz (8 cœurs),"Anti-poussière, anti-éclaboussement",,,,,Android 15,"0,3 mégapixels",4G smartphone,,,
11774447,EMPORIA,EMPORIA,emporiaSMART.7mini,165.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11774451,emporiaSMART.ME7,EMPORIA,"4G smartphone - RAM 6 Go / Mémoire interne 128 Go - microSD slot - Écran LCD - 5.45"" - 1440 x 720 pixels - 3 x caméras arrière 13 MP, 0,3 MP, 2 MP - front camera 8 MP",165.83,,"Écran LCD - 1440 x 720 pixels - 5.45"" - 18:9 - IPS",,Jusqu'à 550 minutes,,,8 mégapixels - sans mise au point,13 mégapixels mise au point : automatique,Single-SIM (SIM unique) - nano SIM,,microSDXC fente - jusqu'à 256 Go,,,Https://eprel.ec.europa.eu/qr/2388055,USB-C,,"0,3 mégapixel",,Lecteur d'empreintes (côté),1.54 W/kg (head) ¦ 1.33 W/kg (body) ¦ 2.64 W/kg (membre),Jusqu'à 190 heures,,Flash LED,,Non spécifié,1 an de garantie,,,"Wi-Fi 5, Bluetooth, NFC",,,,RAM 6 Go / 128 Go,,,173 g,MT6765X / 2.3 GHz (8 cœurs),,,,,,Android 15,2 mégapixels,4G smartphone,,,
11774458,emporiaJOY-LTE,EMPORIA,LTE - 4G téléphone de service - RAM 64 Mo / Mémoire interne 128 Mo - microSD slot - Écran LCD - 240 x 320 pixels - rear camera 2 MP - bleu,83.25,,"Écran LCD - 240 x 320 pixels - 2.8"" - TFT","Écran OEL - monochrome - 1.1""",Jusqu'à 390 minutes,,,,2 mégapixels,Single-SIM (SIM unique),,microSD fente - jusqu'à 2 Go,,,,USB-C,Bleu,,,,0.55 W/kg (head) ¦ 1.45 W/kg (body) ¦ 2.52 W/kg (membre),Jusqu'à 168 heures,,"Flash LED, radio FM",Clapet (escamotable) - double écran,Non spécifié,1 an de garantie,,,Bluetooth,,,,RAM 64 Mo / 128 Mo,,V228.LTE.v3,115 g,,"Anti-poussière, anti-éclaboussement",,,"SMS, MMS",,,,4G téléphone de service,,,
10397513,Google Pixel 9,GOOGLE,"5G smartphone - double SIM - RAM 12 Go / Mémoire interne 256 Go - écran OEL - 6.3"" - 2424 x 1080 pixels (120 Hz) - 2x caméras arrière 50 MP, 48 MP - front camera 10,5 MP - Obsidien",832.5,,"Écran OEL - 2424 x 1080 pixels - 6.3"" - 422 ppi - (120 Hz) - 20:9 - OLED - HDR - Corning Gorilla Glass Victus 2 (verre résistant aux rayures)",,,,,"10,5 mégapixels - lentille ultra grand angle - f/2.2 - mise au point fixe",50 mégapixels - objectif grand angle - 2x zoom optique - f/1.68 - mise au point : automatique mise au point automatique du laser : - concentration laser,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,Classe A,Https://eprel.ec.europa.eu/qr/2191507,USB-C,Obsidien,48 mégapixels - lentille ultra grand angle - f/1.7,,"Reconnaissance faciale, lecteur d'empreintes",0.99 W/kg (head) ¦ 1.4 W/kg (body) ¦ 2.79 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,,,"NFC, Bluetooth, Wi-Fi 7",,,,RAM 12 Go / 256 Go,Qi,GUR25,198 g,Google Tensor G4 - avec Titan M2 security,"Résistant aux rayures, résistant à l'eau, résistant à la poussière, résistant aux empreintes de doigts",,,,,Android 14,,5G smartphone,,,
11774462,emporiaTOUCHsmart.3,EMPORIA,"4G smartphone - RAM 2 Go / Mémoire interne 16 Go - microSD slot - 3.47"" - 800 x 400 pixels - rear camera 8 MP - front camera 2 MP",108.33,,"800 x 400 pixels - 3.47""",,Jusqu'à 470 minutes,,,2 mégapixels,8 mégapixels,Single-SIM (SIM unique) - nano SIM,,microSDXC fente - jusqu'à 64 Go,,,,USB-C,,,,,0.35 W/kg (head) ¦ 1.81 W/kg (body) ¦ 2.92 W/kg (membre),Jusqu'à 200 heures,,"Radio FM, flash LED",Clapet (escamotable) - écran tactile,Non spécifié,1 an de garantie,,,"Wi-Fi 5, Bluetooth",,,,RAM 2 Go / 16 Go,,V188.LTE.v3,150 g,MediaTek MT6765X / 2.3 GHz (8 cœurs),"Anti-poussière, anti-éclaboussement",,,,,,,4G smartphone,,,
