id,nom,marque,caracteristiques,prix,Affichage,Appareil d'entrée,Batterie,Clavier,Clavier numérique,Copilot+ PC,Couleur,Débit d'absorption spécifique (DAS),Empreinte carbone,Fonctions,Fourni avec,Fournisseur de services,Garantie du fabricant,Graphique,Indice de réparabilité,Jeu,Localisation,Microsoft Copilot,Mémoire,Mémoire vidéo,Normes environnementales,Poids,Processeur,Programme de ventes par le fabricant,Prêt pour la réalité virtuelle,Réseaux,Rétroéclairage du clavier,Services inclus,Stockage,Système d'exploitation,Sécurité,Technologie de Plate-forme,Transmission à large bande sans fil,Type de Produit,Type de tarification,Unité de traitement neural (NPU),Webcam intégrée
10424523,Lenovo ThinkPad P16v Gen 2 21KX,LENOVO,"Conception de charnière à 180 degrés - Intel Core Ultra 7 - 155H / jusqu'à 4.8 GHz - Win 11 Pro - RTX 2000 Ada - 32 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - noir - clavier : Français - avec 1 an d'assistance Lenovo Premier, compensation des é",2309.41,"16"" 1920 x 1200 / WUXGA @ 60 Hz","Clavier, TrackPoint, UltraNav",,Français,Oui,,Noir,,268 kg d'émissions de carbone,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,NVIDIA RTX 2000 Ada / Intel Arc Graphics,,,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),8 Go GDDR6 SDRAM,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Gold",2.22 kg,"Intel Core Ultra 7 (Série 1) - 155H / 1.4 GHz, jusqu'à 4.8 GHz / 24 Mo Cache",Lenovo TopSeller,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",Oui,"1 an d'assistance Lenovo Premier, compensation des émissions de CO2 de 0,5 tonne (2ème génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,Station de travail mobile - AI Ready - conception de charnière à 180 degrés,,Intel AI Boost - jusqu'à 11 TOPS,Oui
9042642,Asus ProArt Studiobook 16 OLED (Intel Core i9-13980HX/64GB RAM/1TB PCIE G4 (PERFORMANCE) SSD/WIN11 PRO/RTX3000 ADA (8GB GDDR6),ASUSTEK,"ProArt Studiobook 16 OLED (W7604J3D-MY012X ) - US MIL-STD 810H Military Grade / Ecran Tactile / Clavier Rétroéclairé - Intel Core i9-13980HX / Jusqu'à 5.6GHz - 64GB de RAM DDR5 - 1TB PCIE G4 (PERFORMANCE) SSD - WIN11 PRO - Carte NVIDIA RTX™ 3000 Ada Generation Laptop GPU ( 8GB GDDR6 ) - Ecran 16"" OLED 120Hz 3200 x 2000 16:1",2499.99,"16"" OLED écran tactile 3200 x 2000 / 3.2K @ 120 Hz","Clavier, Pavé tactile",4 cellules,,Oui,,Noir minéral,,,,,,Garantie limitée - 2 ans - enlèvement et retour,NVIDIA RTX 3000 Ada / Intel UHD Graphics,6.3 (sur 10),,,,64 Go DDR5 (2 x 32 GB),8 Go GDDR6 SDRAM,,2.4 kg,"Intel Core i9 (13ème génération) - 13980HX / 2.2 GHz, jusqu'à 5.6 GHz / 36 Mo Cache",,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",Oui,,1 To SSD - NVMe,Win 11 Pro,Trusted Platform Module (TPM 2.0) Security Chip,,,Station de travail mobile - conception de charnière à 180 degrés,,,Oui
10305653,Lenovo ThinkPad P1 Gen 7 21KV,LENOVO,"Intel Core Ultra 9 - 185H / jusqu'à 5.1 GHz - Intel Evo vPro Enterprise Platform - Win 11 Pro - GeForce RTX 4070 - 64 Go RAM - 2 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 2560 x 1600 (WQXGA) @ 165 Hz - Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 3 ans de support Lenovo Premier, compensation CO2 0,5",3368.24,"16"" 2560 x 1600 / WQXGA @ 165 Hz","Clavier, TrackPoint, UltraNav",,Français,,,Noir,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,NVIDIA GeForce RTX 4070 / Intel Arc Graphics,8.4 (sur 10),,Langue : français / région : France,,64 Go LPDDR5X (1 x 64 Go),8 Go GDDR6 SDRAM,"TCO Certified Notebooks 9, TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",1.82 kg,"Intel Core Ultra 9 (Série 1) - 185H / 2.3 GHz, jusqu'à 5.1 GHz / 24 Mo Cache",Lenovo TopSeller,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",Oui,"3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)","2 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel Evo vPro Enterprise Platform,,Station de travail mobile - AI Ready,,Intel AI Boost - jusqu'à 11 TOPS,Oui
10371683,HP ZBook Power G11 Mobile Workstation,HP INC,"Intel Core Ultra 7 - 155H / jusqu'à 4.8 GHz - Win 11 Pro - RTX 1000 Ada - 32 Go RAM - 1 To SSD NVMe, TLC - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - clavier : Français - avec HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables - avec HP Wolf Pro Security Edition (1 an)",2450.0,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz","Clavier, ClickPad",6 cellules,Français,Oui,,,,250 kg d'émissions de carbone,"Détecteur de lumière ambiante, capteur à effet Hall, capteur de mouvement, HP Tamper Lock, capteur thermique, HP Sure Platform",HP Wolf Pro Security Edition (1 an),,Garantie limitée - pièces et main d'oeuvre - 1 an,NVIDIA RTX 1000 Ada / Intel Arc Graphics,8.7 (sur 10),,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),6 Go GDDR6 SDRAM,"TCO Certified Notebooks 9, ENERGY STAR",2.12 kg,"Intel Core Ultra 7 (Série 1) - 155H / 1.4 GHz, jusqu'à 4.8 GHz / 24 Mo Cache",,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",Oui,HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables,"1 To SSD - NVMe, TLC",Win 11 Pro - Anglais/Français,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,Station de travail mobile - AI Ready,,Intel AI Boost,Oui
10308277,Dell Precision 5690,DELL,"Intel Core Ultra 7 - 165H / jusqu'à 5 GHz - Win 11 Pro - RTX 1000 Ada - 32 Go RAM - 1 To SSD NVMe, Class 40 - 16"" IPS 1920 x 1200 (Full HD Plus) - Wi-Fi 7 - gris - BTP - avec 3 ans de ProSupport Service sur site le jour ouvrable suivant le diagnostic à distance avec support HW-SW",2838.74,"16"" 1920 x 1200 / Full HD Plus @ 60 Hz - 142 ppi","Clavier, Pavé tactile",6 cellules,,,,Gris,,246 kg d'émissions de carbone,"Accéléromètre, détecteur de lumière ambiante, capteur à effet Hall, capteur de proximité à infrarouge",,,,NVIDIA RTX 1000 Ada,7.1 (sur 10),,,,32 Go LPDDR5X (la mémoire fournie est soudée),6 Go GDDR6 SDRAM,ENERGY STAR EPEAT Gold,2.17 kg,"Intel Core Ultra 7 (Série 1) - 165H / 1.4 GHz, jusqu'à 5 GHz / 24 Mo Cache",Dell Smart Selection,,"Bluetooth, 802.11a/b/g/n/ac/ax/be",Oui,3 ans de ProSupport Service sur site le jour ouvrable suivant le diagnostic à distance avec support HW-SW,"1 To SSD - NVMe, Class 40",Win 11 Pro - néerlandais / anglais / français / allemand / italien,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,Station de travail mobile - AI Ready,Build To Plan (BTP),Intel AI Boost,Oui
10305684,Lenovo ThinkPad P14s Gen 5 21G2,LENOVO,"Intel Core Ultra 7 - 165H / jusqu'à 5 GHz - vPro Enterprise - Win 11 Pro - RTX 500 Ada - 64 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 14.5"" IPS 2560 x 1600 (WQXGA) - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - noir - clavier : Français - avec 1 an d'assistance Lenovo Premier, compensation des émissions de CO",2038.82,"14.5"" 2560 x 1600 / WQXGA","Clavier, TrackPoint, UltraNav",,Français,,,Noir,,235 kg d'émissions de carbone,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,NVIDIA RTX 500 Ada / Intel Arc Graphics,7.1 (sur 10),,Langue : français / région : France,,64 Go DDR5 (2 x 32 GB),4 Go GDDR6 SDRAM,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",1.61 kg,"Intel Core Ultra 7 (Série 1) - 165H / 1.4 GHz, jusqu'à 5 GHz / 24 Mo Cache",Lenovo TopSeller,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",Oui,"1 an d'assistance Lenovo Premier, compensation des émissions de CO2 de 0,5 tonne (2ème génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",Intel vPro Enterprise,,Station de travail mobile - AI Ready,,Intel AI Boost - jusqu'à 11 TOPS,Oui
11928540,MSI,MSI,"Katana 17 HX B14WGK-005FR/ 17.3"" QHD (2560*1440), 240Hz DCI-P3 100% typical/ i7-14650HX/ RTX 5070, GDDR7 8GB/ DDR5 8GB*2/ DDR51TB NVMe PCIe SSD Gen4x4 / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 4 cell, 75Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1749.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928541,MSI,MSI,"Raider 18 HX AI A2XWIG-828FR/ 18"" 16:10 UHD+ (3840x2400), MiniLED, 120Hz, 100% DCI-P3 (Typ.), IPS-Level panel/ Intel® Core™ Ultra 9 285HX/ RTX 5080, GDDR7 16GB/ DDR5 16GB*2/ DDRV2TB NVMe PCIe Gen5x4 SSD/ Win11 Pro/ Intel® Killer™ Wi-Fi 7 BE1750(x)/ / BT 5.4/ 4 cell , 99.9Whr/ 3 Year/ Per-Key RGB gaming keyboard by SteelSeri",3832.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928542,MSI,MSI,"Katana 15 HX B14WGK-408FR Dragon Station/ 15.6"" QHD (2560*1440), 165Hz DCI-P3 100% typical/ i7-14650HX/ RTX 5070, GDDR7 8GB/ DDR5 16GB*2/ DDR51TB NVMe PCIe SSD Gen4x4 / Win11 pro/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 4 cell, 75Whr/ 3 Year/ 4-Zone RGB Gaming Keyboard",1832.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928543,MSI,MSI,"Katana 15 HX B14WGK-006FR/ 15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level/ i7-14650HX/ RTX 5070, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 4 cell, 75Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1665.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928545,MSI,MSI,"Katana 15 HX B14WFK-008FR/ 15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level/ i7-14650HX/ RTX 5060, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 4 cell, 75Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1499.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928546,MSI,MSI,"Katana A15 AI B2HWGK-024FR/ 15.6"" QHD (2560*1440), 165Hz DCI-P3 100% typical/ AMD Ryzen™ 9 270 Processor/ RTX 5070, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ AMD Wi-Fi 6E RZ616/ / BT5.3/ 4 cell, 75Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1749.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928547,MSI,MSI,"Katana A15 AI B2HWFK-025FR/ 15.6"" QHD (2560*1440), 165Hz DCI-P3 100% typical/ AMD Ryzen™ 7 260 Processor/ RTX 5060, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ AMD Wi-Fi 6E RZ616/ / BT5.3/ 4 cell, 75Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1415.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928548,MSI,MSI,"Katana A15 AI B2HWEK-026FR/ 15.6"" QHD (2560*1440), 165Hz DCI-P3 100% typical/ AMD Ryzen™ 7 260 Processor/ RTX 5050, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ AMD Wi-Fi 6E RZ616/ / BT5.3/ 4 cell, 75Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1290.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928549,MSI,MSI,"Cyborg 17 B2RWFKG-001FR/ 17.3"" FHD (1920*1080), 144Hz 45% NTSC/ Intel® Core™ 7 240H/ RTX 5060, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 4 cell , 55,2Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1499.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928550,MSI,MSI,"Cyborg 17 B2RWFKG-002FR/ 17.3"" FHD (1920*1080), 144Hz 45% NTSC/ Intel® Core™ 5 210H/ RTX 5060, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 4 cell , 55,2Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1415.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928551,MSI,MSI,"Cyborg 17 B2RWEKG-003FR/ 17.3"" FHD (1920*1080), 144Hz 45% NTSC/ Intel® Core™ 7 240H/ RTX 5050, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 4 cell , 55,2Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1332.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928552,MSI,MSI,"Cyborg 17 B2RWEKG-004FR/ 17.3"" FHD (1920*1080), 144Hz 45% NTSC/ Intel® Core™ 5 210H/ RTX 5050, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 4 cell , 55,2Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1249.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928554,MSI,MSI,"Cyborg 15 B2RWEKG-007FR/ 15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level/ Intel® Core™ 7 240H/ RTX 5050, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 4 cell , 55,2Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1290.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928555,MSI,MSI,"Cyborg 15 B2RWEKG-008FR/ 15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level/ Intel® Core™ 5 210H/ RTX 5050, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 4 cell , 55,2Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1207.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928556,MSI,MSI,"Cyborg A17 AI B2HWFKG-003FR/ 17.3"" FHD (1920*1080), 144Hz 45% NTSC/ AMD Ryzen™ 7 260/ RTX 5060, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ AMD Wi-Fi 6E RZ616/ / BT5.3/ 4 cell , 55,2Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1499.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928557,MSI,MSI,"Cyborg A15 AI B2HWFKG-009FR/ 15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level/ AMD Ryzen™ 7 260/ RTX 5060, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ AMD Wi-Fi 6E RZ616/ / BT5.3/ 4 cell , 55,2Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1415.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928558,MSI,MSI,"Cyborg 15 B2RWFKG-006FR/ 15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level/ Intel® Core™ 5 210H/ RTX 5060, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 4 cell , 55,2Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1332.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928559,MSI,MSI,"Cyborg A15 AI B2HWFKG-010FR/ 15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level/ AMD Ryzen™ 5 240/ RTX 5060, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ AMD Wi-Fi 6E RZ616/ / BT5.3/ 4 cell , 55,2Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1332.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928560,MSI,MSI,"Cyborg A15 AI B2HWEKG-007FR/ 15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level/ AMD Ryzen™ 7 260/ RTX 5050, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ AMD Wi-Fi 6E RZ616/ / BT5.3/ 4 cell , 55,2Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1290.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928561,MSI,MSI,"Cyborg A15 AI B2HWEKG-008FR/ 15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level/ AMD Ryzen™ 5 240/ RTX 5050, GDDR7 8GB/ DDR5 8GB*2/ DDR5512GB NVMe PCIe SSD Gen4x4 / Win11/ AMD Wi-Fi 6E RZ616/ / BT5.3/ 4 cell , 55,2Whr/ 2 Year/ 4-Zone RGB Gaming Keyboard",1207.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928562,MSI,MSI,"Thin 15 B13UC-3024FR/ 15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level/ i5-13420H/ RTX 3050 4GB, GDDR6 4GB/ DDR IV 8GB*2/ DDR4512GB NVMe PCIe SSD Gen4x4 / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 3 cell , 53.5Whr/ 2 Year/ Blue Backlit Gaming Keyboard",749.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928563,MSI,MSI,"Thin 15 B13UCX-3018XFR/ 15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level/ i5-13420H/ RTX 2050, GDDR6 4GB/ DDR IV 8GB*2/ DDR4512GB NVMe PCIe SSD Gen4x4 / Dos/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 3 cell , 53.5Whr/ 2 Year/ Blue Backlit Gaming Keyboard",582.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928564,MSI,MSI,"VenturePro 17 A2RWFG-006FR/ 17.3"" FHD (1920*1080), 144Hz 45% NTSC/ Intel® Core™ 5 210H/ RTX 5060, GDDR7 8GB/ DDR5 8GB*2/ DDRV512GB NVMe PCIe Gen4x4 SSD / Win11/ Intel® Wi-Fi 6E AX211/ / BT 5.3/ 4 cell, 55.2Whr/ 2 Year/ Single Backlit Keyboard (White)",1332.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928565,MSI,MSI,"VenturePro 17 A2RWEG-008FR/ 17.3"" FHD (1920*1080), 144Hz 45% NTSC/ Intel® Core™ 5 210H/ RTX 5050, GDDR7 8GB/ DDR5 8GB*2/ DDRV512GB NVMe PCIe Gen4x4 SSD / Win11/ Intel® Wi-Fi 6E AX211/ / BT 5.3/ 4 cell, 55.2Whr/ 2 Year/ Single Backlit Keyboard (White)",1207.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928566,MSI,MSI,"VenturePro 16 A2RWFG-002FR/ 16"" 16:10 2K OLED (2048*1280) 120Hz, 100% DCI-P3/ Intel® Core™ 5 210H/ RTX 5060, GDDR7 8GB/ DDR5 8GB*2/ DDRV512GB NVMe PCIe Gen4x4 SSD / Win11/ Intel® Wi-Fi 6E AX211/ / BT 5.3/ 4 cell, 55.2Whr/ 2 Year/ Single Backlit Keyboard (White)",1415.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928567,MSI,MSI,"VenturePro 16 A2RWEG-004FR/ 16"" 16:10 2K OLED (2048*1280) 120Hz, 100% DCI-P3/ Intel® Core™ 5 210H/ RTX 5050, GDDR7 8GB/ DDR5 8GB*2/ DDRV512GB NVMe PCIe Gen4x4 SSD / Win11/ Intel® Wi-Fi 6E AX211/ / BT 5.3/ 4 cell, 55.2Whr/ 2 Year/ Single Backlit Keyboard (White)",1290.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928568,MSI,MSI,"Modern 15 H AI C2HMG-258FR/ 15.6"" FHD (1920*1080), 60Hz 45%NTSC IPS-Level/ Intel® Core™ Ultra 9 285H/ Intel® Arc Graphics/ DDR5 8GB*2/ DDRV512GB NVMe PCIe Gen4x4 SSD / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 3 cell, 39.3Whr/ 2 year/ Single backlight KB(White)",915.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928569,MSI,MSI,"Modern 15 H AI C2HMG-259FR/ 15.6"" FHD (1920*1080), 60Hz 45%NTSC IPS-Level/ Intel® Core™ Ultra 7 255H/ Intel® Arc Graphics/ DDR5 8GB*2/ DDRV512GB NVMe PCIe Gen4x4 SSD / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 3 cell, 39.3Whr/ 2 year/ Single backlight KB(White)",832.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928570,MSI,MSI,"Modern 15 F1MG-686XFR/ 15.6"" FHD (1920*1080), 60Hz 45%NTSC IPS-Level/ Intel® Core™ 7 processor 150U / Intel UHD Graphics/ DDR IV 8GB/ DDR4512GB NVMe PCIe Gen4x4 SSD / Dos/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 3 cell, 46,8Whr/ 3 year/ Single backlight KB(White)",582.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928571,MSI,MSI,"Modern 15 F1MG-687XFR/ 15.6"" FHD (1920*1080), 60Hz 45%NTSC IPS-Level/ Intel® Core™ 5 processor 120U/ Intel UHD Graphics/ DDR IV 8GB/ DDR4512GB NVMe PCIe Gen4x4 SSD / Dos/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 3 cell, 46,8Whr/ 3 year/ Single backlight KB(White)",482.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928572,MSI,MSI,"Modern 15 F13MG-653FR/ 15.6"" FHD (1920*1080), 60Hz 45%NTSC IPS-Level/ i3-1315U/ Iris Xe Graphics/ DDR IV 8GB/ DDR4512GB NVMe PCIe Gen4x4 SSD / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 3 cell, 46,8Whr/ 3 year/ Single backlight KB(White)",457.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928573,MSI,MSI,"Modern 15 F13MG-464XFR/ 15.6"" FHD (1920*1080), 60Hz 45%NTSC IPS-Level/ i3-1315U/ Intel UHD Graphics/ DDR IV 8GB/ DDR4512GB NVMe PCIe Gen4x4 SSD / Dos/ Intel® Wi-Fi 6E AX211/ / BT5.3/ 3 cell, 46,8Whr/ 3 year/ Single backlight KB(White)",382.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928576,MSI,MSI,"Crosshair 17 HX AI D2XWGKG-001FR/ 4 cell, 90Whr/ Intel® Core™ Ultra 7 255HX/ / / / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ / 2 Year/ 24-Zone RGB Gaming Keyboard",1999.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928577,MSI,MSI,"Crosshair 17 HX AI D2XWFKG-005FR  Dragon Station/ 4 cell, 90Whr/ Intel® Core™ Ultra 7 255HX/ / / / Win11 pro/ Intel® Wi-Fi 6E AX211/ / BT5.3/ / 3 Year/ 24-Zone RGB Gaming Keyboard",1999.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928578,MSI,MSI,"Crosshair 16 HX AI D2XWGKG-012FR/ 4 cell, 90Whr/ Intel® Core™ Ultra 9 275HX/ / / / Win11/ Intel® Wi-Fi 6E AX211/ / BT5.3/ / 2 Year/ 24-Zone RGB Gaming Keyboard",1999.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928579,MSI,MSI,"Crosshair 16 HX AI D2XWGKG-013FR Dragon Station/ 4 cell, 90Whr/ Intel® Core™ Ultra 7 255HX/ / / / Win11 pro/ Intel® Wi-Fi 6E AX211/ / BT5.3/ / 3 Year/ 24-Zone RGB Gaming Keyboard",2082.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928580,MSI,MSI,"Crosshair 16 HX AI D2XWFKG-010FR Dragon Station/ 4 cell, 90Whr/ Intel® Core™ Ultra 7 255HX/ / / / Win11 pro/ Intel® Wi-Fi 6E AX211/ / BT5.3/ / 3 Year/ 24-Zone RGB Gaming Keyboard",1915.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
